"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID","NAME_2","NAMELSAD","STUSPS","NAMELSADCO","STATE_NAME","LSAD","ALAND","AWATER","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
770,"Known","MacDermid Inc.","Michigan",NA,"Industry","Groundwater",2018,NA,NA,18570,205277,"Manufacturing of chemical products at MacDermid Inc (MPART 7.18.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490716--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490716--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1flJyL2QT0MsNXujL_1x0vCci0OcK5C7J?ths=true",NA,"MacDermid Inc., Michigan",42.45,-83.11,NA,NA,NA,NA,NA,"26","125","173600","1400000US26125173600","26125173600",1736,"Census Tract 1736","MI","Oakland County","Michigan","CT",1457130,0,"Census Tract 1736, Oakland County, Michigan",1631,93,1376,89,8,6,0,6,53,34.1,56250,89,1571,50,1605,1531,74,13,44,21,0,NA
771,"Known","MAHLE Engine Components","Michigan",NA,"Industry","Groundwater",2018,NA,NA,947,73121,"Former engine component manufacturing and plating operations by MAHLE Engine Components until 2011. (MPART 7.18.19)","N/A","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-490718--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1k8fy1tIiH5bP23BGAUTqTWDZmNWRLDGc?ths=true",NA,"MAHLE Engine Components, Michigan",43.21,-86.2,NA,NA,NA,NA,NA,"26","121","000402","1400000US26121000402","26121000402",4.02,"Census Tract 4.02","MI","Muskegon County","Michigan","CT",5956593,1520,"Census Tract 4.02, Muskegon County, Michigan",4010,296,1497,2014,66,29,6,0,102,38.8,32571,99,3931,60,3890,3573,317,36,221,31,28,NA
772,"Known","Manistee Plating","Michigan",NA,"Industry","Groundwater",2018,NA,1700,NA,NA,"Former plating facility that operated from 1954 to 1992. (MPART 6.6.2019)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481133--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-481133--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1_nKt4anbBalnEkIByYM-n4avwO_6Zhno",NA,"Manistee Plating, Michigan",44.24,-86.32,NA,NA,NA,NA,NA,"26","101","000800","1400000US26101000800","26101000800",8,"Census Tract 8","MI","Manistee County","Michigan","CT",5785841,1280963,"Census Tract 8, Manistee County, Michigan",3462,167,2909,0,12,0,0,0,374,46.9,54076,324,3402,60,3318,3082,236,52,104,19,0,NA
773,"Known","Marathon Petroleum Company","Michigan",NA,"Industry","Groundwater",2018,76,800,876,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf",NA,"https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-538915--,00.html",NA,NA,"Marathon Petroleum Company, Michigan",42.27,-83.16,NA,NA,NA,NA,NA,"26","163","524700","1400000US26163524700","26163524700",5247,"Census Tract 5247","MI","Wayne County","Michigan","CT",1990820,0,"Census Tract 5247, Wayne County, Michigan",3769,721,55,2937,0,0,0,0,56,40.5,37542,454,3381,78,3589,2969,620,150,607,13,0,NA
774,"Known","Marquette Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,7,11,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Marquette Wastewater Treatment Plant, Michigan",46.61,-87.77,NA,NA,NA,NA,NA,"26","103","002300","1400000US26103002300","26103002300",23,"Census Tract 23","MI","Marquette County","Michigan","CT",1142557142,65757086,"Census Tract 23, Marquette County, Michigan",2009,15,1965,0,2,0,0,3,24,55,50259,163,1998,7,1964,1916,48,0,6,21,0,NA
775,"Known","McDonald Store Fire","Michigan",NA,"AFFF","Surface Water",2018,NA,NA,10,NA,"Release of AFFF (firefighting foam) to fight McDonald store fire in 1992. (MPART 7.11.19)","https://drive.google.com/file/d/1vAbU_4aBjnolVuzrwmVg0dCvGbCH_EG6/view?usp=sharing","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704_97100---,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/180WWaTe0OGzcmxgby2-6gBvc11WOH5xi","https://drive.google.com/drive/u/1/folders/16h7L1E6-czFLQArOgxjjVTwQykF-NZoZ","McDonald Store Fire, Michigan",44.5,-83.42,NA,NA,NA,NA,NA,"26","069","000300","1400000US26069000300","26069000300",3,"Census Tract 3","MI","Iosco County","Michigan","CT",29963857,9282195,"Census Tract 3, Iosco County, Michigan",2626,40,2516,1,8,17,0,0,44,49.1,45625,281,2584,23,2457,2420,37,0,31,6,0,NA
776,"Known","McGean-Rohco","Michigan",NA,"Industry","Groundwater",2018,120,310,430,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"McGean-Rohco, Michigan",42.38,-83.42,NA,NA,NA,NA,NA,"26","163","983301","1400000US26163983301","26163983301",9833.01,"Census Tract 9833.01","MI","Wayne County","Michigan","CT",1784140,0,"Census Tract 9833.01, Wayne County, Michigan",0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
777,"Known","MDOT - Parcel 5348","Michigan",NA,"Industry","Groundwater",2019,29,14,43,NA,"Groundwater","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"MDOT - Parcel 5348, Michigan",42.3,-83.1,NA,NA,NA,NA,NA,"26","163","524600","1400000US26163524600","26163524600",5246,"Census Tract 5246","MI","Wayne County","Michigan","CT",6227916,218299,"Census Tract 5246, Wayne County, Michigan",1994,928,555,296,2,0,0,0,213,34.7,16558,216,1520,433,1834,1139,695,404,688,0,0,NA
778,"Known","Merlin Entertainments - Sea Life Michigan","Michigan",NA,"Industry","Groundwater",2018,NA,6,NA,NA,"Electroplating","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"Merlin Entertainments - Sea Life Michigan, Michigan",42.7,-83.29,NA,NA,NA,NA,NA,"26","125","140500","1400000US26125140500","26125140500",1405,"Census Tract 1405","MI","Oakland County","Michigan","CT",8933559,13347,"Census Tract 1405, Oakland County, Michigan",2218,174,1458,393,0,145,0,0,48,34.4,75833,136,1739,427,2178,1756,422,37,137,243,42,NA
779,"Known","Michner Plating","Michigan",NA,"Industry","Groundwater",2018,NA,NA,9479,NA,"Former plating shop that operated from the 1930s to 2007. (MPART 6.6.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485521--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485521--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1vY-KS3qP5jFZrRaPr-lzNqp5oGp30LzP","https://drive.google.com/drive/u/0/folders/1IxjCtUIPQIudDVies0pZK9FHCFKfUaPz","Michner Plating, Michigan",42.25,-84.4,NA,NA,NA,NA,NA,"26","075","006900","1400000US26075006900","26075006900",69,"Census Tract 69","MI","Jackson County","Michigan","CT",2012728,0,"Census Tract 69, Jackson County, Michigan",2992,393,2062,316,0,77,0,0,144,33.6,28963,441,2832,89,2679,2488,191,2,57,19,77,NA
780,"Known","Middleground Landfill","Michigan",NA,"Landfill","Groundwater",2019,100,1300,NA,NA,NA,"https://drive.google.com/drive/u/1/folders/1Dy-zy_ZWZLmHsxfwgh-4M2VJw3bEzhaJ","https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/middleground-landfill",NA,"https://drive.google.com/drive/u/1/folders/1Dy-zy_ZWZLmHsxfwgh-4M2VJw3bEzhaJ",NA,"Middleground Landfill, Michigan",43.56,-83.9,NA,NA,NA,NA,NA,"26","017","280900","1400000US26017280900","26017280900",2809,"Census Tract 2809","MI","Bay County","Michigan","CT",3384241,645114,"Census Tract 2809, Bay County, Michigan",2823,473,2161,29,3,15,0,0,142,40.7,41815,328,2800,23,2626,2591,35,15,20,0,15,NA
781,"Known","Midland Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,11,4,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,"https://drive.google.com/drive/u/0/folders/1QJjq68Bpo6WtgqZYcW4s6yDSU6zwpeky","Midland Wastewater Treatment Plant, Michigan",43.72,-84.24,NA,NA,NA,NA,NA,"26","111","291104","1400000US26111291104","26111291104",2911.04,"Census Tract 2911.04","MI","Midland County","Michigan","CT",68554717,32543,"Census Tract 2911.04, Midland County, Michigan",5801,108,5545,20,0,116,0,0,12,44.8,95595,679,5597,175,5406,5312,94,16,0,57,0,NA
782,"Known","Monroe Metro Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,5,6,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,NA,"Monroe Metro Wastewater Treatment Plant, Michigan",42.44,-85.06,NA,NA,NA,NA,NA,"26","045","020800","1400000US26045020800","26045020800",208,"Census Tract 208","MI","Eaton County","Michigan","CT",189004687,1009087,"Census Tract 208, Eaton County, Michigan",5233,175,4794,101,58,8,0,0,97,38.9,72569,612,5177,36,4826,4553,273,18,34,227,12,NA
783,"Known","MRP Properties Co, LLC","Michigan",NA,"Industry","Groundwater",2018,140,2500,NA,2973,"This site operated as a petroleum refinery from approximately 1938 to 1999. There were multiple known fires on-site by which AFFF was used to extinguish them. (MPART 7.18.2019)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489608--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-489608--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1BKx1evnQXwHY677JqKX_LkkZiLLiFSB7?ths=true","https://drive.google.com/drive/folders/1UCq5sQikueU_obeFAEXqGWfmeP8sWNyV","MRP Properties Co, LLC, Michigan",43.37,-84.63,NA,NA,NA,NA,NA,"26","057","000600","1400000US26057000600","26057000600",6,"Census Tract 6","MI","Gratiot County","Michigan","CT",10047086,471574,"Census Tract 6, Gratiot County, Michigan",4448,521,3658,203,11,21,0,0,34,30.9,41875,479,4381,67,4182,3992,190,38,125,61,4,NA
785,"Known","Muskegon Co WWMS Metro Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,37,26,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,"https://drive.google.com/drive/u/0/folders/1EZH6WHSVbdVe0qLzHDbt5Qb066S6mPCU","Muskegon Co WWMS Metro Wastewater Treatment Plant, Michigan",43.25,-86.02,NA,NA,NA,NA,NA,"26","121","003000","1400000US26121003000","26121003000",30,"Census Tract 30","MI","Muskegon County","Michigan","CT",184734064,2491004,"Census Tract 30, Muskegon County, Michigan",4576,118,4288,92,6,16,0,0,56,43.3,66793,601,4511,53,4333,4197,136,37,91,33,0,NA
787,"Known","Nolichucky Industrial Corp","Michigan",NA,"Industry","Groundwater",2019,31,298,329,361,"Former paper manufacturing operations on the site until late 1980s and potentially operations by a former GP paper mill which surrounds the site on all four sides. (MPART 7.22.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-498496--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-498496--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1wAV9A4kFkmOBAN01iYQOmZ8cz-8v68pR?ths=true",NA,"Nolichucky Industrial Corp, Michigan",36.11,-82.91,NA,NA,NA,NA,NA,"47","059","090600","1400000US47059090600","47059090600",906,"Census Tract 906","TN","Greene County","Tennessee","CT",118596501,776390,"Census Tract 906, Greene County, Tennessee",4040,36,3896,59,0,10,0,12,27,42.9,45939,509,4017,10,3806,3769,37,0,17,10,10,NA
788,"Known","North Kent SA Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,21,31,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,NA,"North Kent SA Wastewater Treatment Plant, Michigan",43.13,-85.65,NA,NA,NA,NA,NA,"26","081","010602","1400000US26081010602","26081010602",106.02,"Census Tract 106.02","MI","Kent County","Michigan","CT",40093499,302619,"Census Tract 106.02, Kent County, Michigan",8494,94,7428,62,0,191,0,486,233,36.6,99932,1266,8101,241,7727,7510,217,99,65,77,75,NA
789,"Known","Northeast Gravel","Michigan",NA,"Landfill","Groundwater",NA,NA,NA,2491,3475,"Wolverine tannery waste and plating waste disposed of in a former landfill from 1966-1979 (MPART 7.1.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-500860--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-500860--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/181qkYNQrdk2QE2Sov9hZj2gljUhbUFoV?ths=true",NA,"Northeast Gravel, Michigan",43.06,-85.55,NA,NA,NA,NA,NA,"26","081","010904","1400000US26081010904","26081010904",109.04,"Census Tract 109.04","MI","Kent County","Michigan","CT",64439819,785682,"Census Tract 109.04, Kent County, Michigan",7245,229,6839,6,0,55,0,0,116,40.1,109100,947,7183,62,6755,6662,93,47,44,46,3,NA
792,"Known","Oakland Heights Development Landfill","Michigan",NA,"Industry","Groundwater",2018,840,700,1540,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-533203--,00.html",NA,NA,"Oakland Heights Development Landfill, Michigan",42.7,-83.24,NA,NA,NA,NA,NA,"26","125","140303","1400000US26125140303","26125140303",1403.03,"Census Tract 1403.03","MI","Oakland County","Michigan","CT",6861734,7209,"Census Tract 1403.03, Oakland County, Michigan",4223,238,2690,410,0,807,0,34,44,35.4,69664,227,2974,1220,4108,2928,1180,528,217,450,513,NA
793,"Known","Oscoda Area Schools","Michigan","Pinecrest River and Roads","AFFF","Groundwater",2018,NA,NA,99,NA,"A fire extinguished with AFFF at Oscoda Schools on October 18, 1995 (MPART 7.11.19)","https://egle.maps.arcgis.com/apps/webappviewer/index.html?id=36c48f4a7d144c21a79291ba280cf50b","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704_97100---,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/15yKEV8JPDr0B7IyJUbZiNRtXK2nqETzy",NA,"Oscoda Area Schools, Michigan",44.42,-83.37,NA,NA,NA,NA,NA,"26","069","000202","1400000US26069000202","26069000202",2.02,"Census Tract 2.02","MI","Iosco County","Michigan","CT",203321218,5674134,"Census Tract 2.02, Iosco County, Michigan",1204,7,1165,0,0,26,0,4,2,62.1,52132,93,1181,20,1174,1147,27,11,15,3,9,NA
796,"Known","Peerless Plating","Michigan",NA,"Industry","Groundwater",2018,NA,NA,80,102,"Electroplating operations by Peerless Plating (MPART 7.18.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-497626--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-497626--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/16mBnSymjcxJBURzwlpSBbtLBShkKyFOp?ths=true",NA,"Peerless Plating, Michigan",43.2,-86.22,NA,NA,NA,NA,NA,"26","121","002601","1400000US26121002601","26121002601",26.01,"Census Tract 26.01","MI","Muskegon County","Michigan","CT",5461346,311600,"Census Tract 26.01, Muskegon County, Michigan",3654,394,2861,194,31,7,0,0,167,29.3,41549,543,3647,7,3421,3401,20,8,12,5,3,NA
798,"Known","Pine Tree Acres","Michigan",NA,"Landfill","Groundwater",2018,1800,430,2230,NA,"Landfill","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"Pine Tree Acres, Michigan",42.76,-82.75,NA,NA,NA,NA,NA,"26","099","217000","1400000US26099217000","26099217000",2170,"Census Tract 2170","MI","Macomb County","Michigan","CT",75784826,305071,"Census Tract 2170, Macomb County, Michigan",2702,113,2455,32,18,0,0,0,84,40.3,79398,281,2624,78,2577,2392,185,7,3,182,0,NA
799,"Known","Plating Specialties","Michigan",NA,"Industry","Groundwater",2018,NA,10,NA,NA,"Electroplating","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,NA,"Plating Specialties, Michigan",42.47,-83.08,NA,NA,NA,NA,NA,"26","099","263500","1400000US26099263500","26099263500",2635,"Census Tract 2635","MI","Macomb County","Michigan","CT",2582409,0,"Census Tract 2635, Macomb County, Michigan",4103,218,2552,669,13,443,0,0,208,42.5,44893,486,3535,553,3842,3104,738,298,139,261,143,NA
801,"Known","Production Plated Plastics","Michigan","North 34th Street","Industry","Wastewater",2018,NA,8000,NA,NA,"Of the facilities sampled by Fleis & Vanderbrink, Kalamazoo found 10 sites were discharging PFOA and 20 sites were discharging PFOS into the city's wastewater system. The primary contributor is former Production Plated Plastics, owned by the state since","https://www.michigan.gov/pfasresponse/investigations/sites-aoi/Kalamazoo-County/north-34th-street","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-473485--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/0/folders/1RuVos8sV1DFx6ZiB-kWGjGAgYFIZB93V",NA,"Production Plated Plastics, Michigan",42.39,-85.42,NA,NA,NA,NA,NA,"26","077","002701","1400000US26077002701","26077002701",27.01,"Census Tract 27.01","MI","Kalamazoo County","Michigan","CT",31999287,3994709,"Census Tract 27.01, Kalamazoo County, Michigan",2842,132,2602,0,1,19,16,0,72,51.4,69352,278,2688,86,2756,2729,27,9,3,24,0,NA
802,"Known","PSB Credit Services","Michigan",NA,"Industry","Groundwater",2018,200,160,360,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,"https://drive.google.com/drive/u/0/folders/1QfaHzf6zcY1Ey66cEnbKTUNP_NLjjDIn","PSB Credit Services, Michigan",42.68,-83.29,NA,NA,NA,NA,NA,"26","125","141001","1400000US26125141001","26125141001",1410.01,"Census Tract 1410.01","MI","Oakland County","Michigan","CT",4680664,27956,"Census Tract 1410.01, Oakland County, Michigan",2521,624,850,473,0,92,0,0,482,36.2,30373,333,2172,349,2464,1939,525,282,486,0,39,NA
803,"Known","RACER Buick City Site","Michigan",NA,"Industry","Groundwater",2018,NA,38000,NA,NA,"In April 2018, groundwater sampling at GM's former Buick City factory showed elevated PFAS levels in nearby groundwater, and the site is currently being investigated as a potential source of PFASs in the Flint River.","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-477319--,00.html#:~:text=This%20site%20is%20located%20at,11%20bankruptcy%20protection%20in%202011.","https://www.mlive.com/news/flint/2018/11/post_526.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1Swh7b-mYNqrcih0w9KcOFLnL7dMr2PUA","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","RACER Buick City Site, Michigan",43.04,-83.68,NA,NA,NA,NA,NA,"26","049","980100","1400000US26049980100","26049980100",9801,"Census Tract 9801","MI","Genesee County","Michigan","CT",2730694,41495,"Census Tract 9801, Genesee County, Michigan",0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
804,"Known","RACER Eckles Road","Michigan",NA,"Industry","Wastewater",2018,NA,110,NA,NA,"Historical plating operations and fire training activities at former General Motors Delphi Chassis Spring and Bumper Plant. (MPART 6.6.19)","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-485523--,00.html","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485523--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1JnTOzAhoXHqi1cTgeyAvNCDHQmiX6Gl5?ths=true",NA,"RACER Eckles Road, Michigan",42.37,-83.42,NA,NA,NA,NA,NA,"26","163","558301","1400000US26163558301","26163558301",5583.01,"Census Tract 5583.01","MI","Wayne County","Michigan","CT",12566745,46,"Census Tract 5583.01, Wayne County, Michigan",1619,24,1427,69,0,23,0,0,76,46.2,60625,130,1574,45,1464,1402,62,16,5,43,9,NA
806,"Known","RACER Trust Site","Michigan","Former GM Livonia","Industry","Groundwater",2018,5,96,101,NA,"Groundwater","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-485523--,00.html",NA,"https://drive.google.com/drive/u/0/folders/1nOSbRz0Yxo0F38acBahbpZaw5Bywzlxl","RACER Trust Site, Michigan",2.73,-85.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,"Known","Richcoat","Michigan",NA,"Industry","Groundwater",2018,NA,30,NA,NA,"Metal finishing","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,"https://drive.google.com/drive/u/0/folders/1FkfR_aZSCoweZQd29lOu_QdFZyanR_8s","Richcoat, Michigan",42.59,-83.06,NA,NA,NA,NA,NA,"26","099","230800","1400000US26099230800","26099230800",2308,"Census Tract 2308","MI","Macomb County","Michigan","CT",2620919,28629,"Census Tract 2308, Macomb County, Michigan",5476,207,4187,306,0,351,0,0,425,38.7,61012,650,4158,1284,5189,3762,1427,683,85,564,138,NA
809,"Known","Richfield Landfill","Michigan",NA,"Landfill","Groundwater",2012,NA,NA,201,888,"PFAS-containing leachate from old fill portion of the Richfield Landfill. (MPART 5.9.19)","N/A","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_82704-477577--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/1/folders/1-NT5pBcjCa_FAVaikseRibRVEAc5Iq2U",NA,"Richfield Landfill, Michigan",43.13,-83.49,NA,NA,NA,NA,NA,"26","049","011901","1400000US26049011901","26049011901",119.01,"Census Tract 119.01","MI","Genesee County","Michigan","CT",36737498,2994000,"Census Tract 119.01, Genesee County, Michigan",2538,301,2070,101,66,0,0,0,0,40.6,61250,256,2525,13,2449,2449,0,0,0,0,0,NA
810,"Known","RJL Equity Holdings","Michigan",NA,"Industry","Groundwater",2018,NA,20,NA,NA,NA,"https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/",NA,"https://drive.google.com/drive/u/0/folders/1q2Pxgl5Hm8zblk0QlYUNdj2mNbXiCYUR","RJL Equity Holdings, Michigan",42.54,-82.88,NA,NA,NA,NA,NA,"26","099","250000","1400000US26099250000","26099250000",2500,"Census Tract 2500","MI","Macomb County","Michigan","CT",1048661,495160,"Census Tract 2500, Macomb County, Michigan",2200,65,2029,21,0,0,0,0,85,37.3,70625,278,2135,50,2009,1954,55,6,30,15,0,NA
811,"Known","Rogue Manufacturing Complex","Michigan","Schaefer Road Wastewater Treatment Plant, Ford Motor Company Dearborn, AK Steel Dearborn Works","Industry","Groundwater",2020,8,16,NA,NA,"Ford Motor Company and AK Steel manufacturing, spread by wastewater and the Rogue River Tlaib, Dingell Press for More Information on New PFAS Sites in Southeast Michigan","https://www.glwater.org/wp-content/uploads/2020/02/PFAS-Minimization-Program-Summary.pdf","https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-533982--,00.html",NA,"https://drive.google.com/drive/u/0/folders/1ryUysikIuACSTJMxmdIyjPceAxglEG4E","Rogue Manufacturing Complex, Michigan",42.29,-83.16,NA,NA,NA,NA,NA,"26","163","524500","1400000US26163524500","26163524500",5245,"Census Tract 5245","MI","Wayne County","Michigan","CT",2822930,138012,"Census Tract 5245, Wayne County, Michigan",100,67,25,8,0,0,0,0,0,35.9,NA,7,62,38,100,59,41,0,39,2,0,NA
812,"Known","Roosevelt Refinery","Michigan",NA,"Industry","Groundwater",2017,NA,NA,1370,NA,"AFFF used/stored at Roosevelt Refinery","https://www.michigan.gov/pfasresponse/0,9038,7-365-86511_95645-452832--,00.html","http://www.michigan.gov/som/0,4669,7-192-45414_45929_82704-452832--,00.html","https://www.michigan.gov/pfasresponse/","https://drive.google.com/drive/u/0/folders/1OX8U-ls3YJc4hh3KTrv7f5-u9dG4IHKz",NA,"Roosevelt Refinery, Michigan",43.61,-84.78,NA,NA,NA,NA,NA,"26","073","940400","1400000US26073940400","26073940400",9404,"Census Tract 9404","MI","Isabella County","Michigan","CT",9863099,142941,"Census Tract 9404, Isabella County, Michigan",3834,254,3034,46,153,37,0,0,310,33.3,40906,496,3742,58,3498,3323,175,22,17,84,31,NA
813,"Known","S Huron Valley UA Wastewater Treatment Plant","Michigan",NA,"WWTP","Wastewater",NA,27,34,NA,NA,NA,"https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing",NA,NA,NA,NA,"S Huron Valley UA Wastewater Treatment Plant, Michigan",42.06,-83.21,NA,NA,NA,NA,NA,"26","163","592000","1400000US26163592000","26163592000",5920,"Census Tract 5920","MI","Wayne County","Michigan","CT",12758140,4008857,"Census Tract 5920, Wayne County, Michigan",4583,105,3967,308,0,125,0,0,78,43.5,93545,593,4490,93,4149,3986,163,44,89,35,32,NA
