"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","ZCTA5CE20","GEOID20","CLASSFP20","MTFCC20","FUNCSTAT20","ALAND20","AWATER20","INTPTLAT20","INTPTLON20","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
341,"Known","Eastern CT Fire School","Connecticut",NA,"Fire Department/Training Facility","Drinking Water",NA,NA,NA,70,NA,"AFFF used at the Eastern CT Fire School","N/A","https://portal.ct.gov/-/media/Departments-and-Agencies/DPH/dph/environmental_health/private_wells/PW_Conference_Presentations/2019PWConference/3PrivateWellConfPFASpresentationFINALforDist20190423.pdf?la=en","https://portal.ct.gov/-/media/Departments-and-Agencies/DPH/dph/environmental_health/private_wells/PW_Conference_Presentations/2019PWConference/3PrivateWellConfPFASpresentationFINALforDist20190423.pdf?la=en","https://drive.google.com/drive/u/1/folders/1rEBSFEDFLFN-jJ5AO8Nq-xYt2FesnEg7","https://drive.google.com/drive/u/0/folders/193WEtHKxAobUbA32qh0yRHF7k-ZnlVd9","Eastern CT Fire School, Connecticut",41.71,-72.19,NA,NA,NA,NA,NA,"06280","06280","B5","G6350","S",39024180,1202283,41.6909859,-72.1300937,"ZCTA5 06280",3002,1058,1911,4,0,0,0,0,29,32.9,63403,297,2566,156,2793,1868,925,190,797,99,0,NA
342,"Known","Ellington Landfill","Connecticut",NA,"Landfill","Drinking Water",2019,NA,NA,NA,613,"PFAS-containing leachate coming from the Ellington landfill. (Hladky 8.15.2019)","N/A","https://www.courant.com/news/connecticut/hc-news-pfas-landfill-worries-20190815-ozvn6kfidfhu5apowususpmusy-story.html","https://portal.ct.gov/-/media/Departments-and-Agencies/DPH/dph/environmental_health/private_wells/PW_Conference_Presentations/2019PWConference/3PrivateWellConfPFASpresentationFINALforDist20190423.pdf?la=en","https://drive.google.com/drive/u/0/folders/17oOy8kDSxF7_hOh1nBVot8Vzz0e6v9w3","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Ellington Landfill, Connecticut",41.9,-72.48,NA,NA,NA,NA,NA,"06029","06029","B5","G6350","S",84697460,1380866,41.9141491,-72.4455676,"ZCTA5 06029",16348,926,13636,401,0,710,0,0,675,40,89645,2026,14887,1212,15366,14141,1225,416,417,455,353,NA
343,"Known","Gallup's Quarry","Connecticut",NA,"Superfund Site","Unknown",NA,NA,NA,NA,NA,NA,NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100201",NA,"https://drive.google.com/drive/u/0/folders/1zEN7ZOANSr70nQhUuQjNXaSn3B88CBRu","Gallup's Quarry, Connecticut",41.42,-71.98,NA,NA,NA,NA,NA,"06339","06339","B5","G6350","S",66308006,1557357,41.4419386,-71.9905445,"ZCTA5 06339",8729,573,6559,97,322,535,0,0,643,39.1,91941,1100,8197,383,8212,7648,564,328,202,112,250,NA
345,"Known","Kellogg-Deering Well Field","Connecticut",NA,"Superfund Site","Unknown",NA,NA,NA,NA,NA,NA,NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0100252",NA,"https://drive.google.com/drive/u/0/folders/1pizv_kaF_SnhS2TzHgCcHUdVRx0ekpeQ","Kellogg-Deering Well Field, Connecticut",41.08,-73.42,NA,NA,NA,NA,NA,"06854","06854","B5","G6350","S",12455165,2155526,41.0908961,-73.4287882,"ZCTA5 06854",29895,12538,9672,5429,5,1233,0,8,1010,36.4,74597,3890,17680,11280,27794,13685,14109,7528,10451,2798,717,NA
346,"Known","Laurel Park, Inc.","Connecticut",NA,"Superfund Site","Unknown",NA,NA,NA,NA,NA,NA,NA,"https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0100232",NA,"https://drive.google.com/drive/u/0/folders/1GTQxY6EllVlauR0mXlg-n04DlQD3O2OK","Laurel Park, Inc., Connecticut",41.89,-73.25,NA,NA,NA,NA,NA,"06756","06756","B5","G6350","S",94984811,3633876,41.847077,-73.2377993,"ZCTA5 06756",2834,74,2511,3,0,31,0,46,169,43.3,118452,288,2724,88,2619,2432,187,7,97,75,15,NA
348,"Known","Precision Plating Corporation","Connecticut",NA,"Superfund Site","Groundwater",2016,90,2500,NA,NA,NA,"https://semspub.epa.gov/work/01/595318.pdf","https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.docdata&id=0100156",NA,NA,"Precision Plating Corporation, Connecticut",41.85,-72.51,NA,NA,NA,NA,NA,"06074","06074","B5","G6350","S",72663410,1572283,41.8380902,-72.5778358,"ZCTA5 06074",25962,1433,19383,925,12,3418,0,69,722,42.8,119972,3624,21568,4186,24537,19558,4979,1144,948,2832,1021,NA
349,"Known","Solvents Recovery Service of New England","Connecticut",NA,"Superfund Site","Groundwater",2019,190,60,NA,NA,NA,"https://semspub.epa.gov/work/01/100015302.pdf","https://www.epw.senate.gov/public/index.cfm/superfund-sites-identified-by-epa-to-have-pfas-contamination","https://semspub.epa.gov/src/collections/01/SC/CTD009717604",NA,"https://drive.google.com/drive/u/0/folders/1kTLNi1de7ZV_xDL0GSIV3OXnO9mxNrmE","Solvents Recovery Service of New England, Connecticut",41.6,-72.88,NA,NA,NA,NA,NA,"06489","06489","B5","G6350","S",71773750,1844799,41.6141676,-72.8699148,"ZCTA5 06489",33020,1923,28997,384,9,1211,0,80,416,44.2,104923,3780,29201,3275,31464,27105,4359,1146,958,2650,700,NA
351,"Known","0 E Basin Rd","Delaware",NA,"Unknown","Groundwater",2017,560,3400,3960,6156,"Located near the New Castle County Airport and New Castle County Airport Fire Training area","https://apps.dnrec.delaware.gov/dochandler/handler.ashx?docid=6744d73fd212a86f0koj143e20010000","https://dnrec.alpha.delaware.gov/waste-hazardous/remediation/pfas/investigation-sites/",NA,NA,NA,"0 E Basin Rd, Delaware",39.67,-75.58,NA,NA,NA,NA,NA,"19720","19720","B5","G6350","S",99205238,7967444,39.6454667,-75.6044962,"ZCTA5 19720",59410,9186,22947,24057,68,1467,77,203,1405,40.5,63018,6228,50441,7424,56239,46491,9748,3037,6469,1084,617,NA
352,"Known","Army Creek Landfill","Delaware",NA,"Landfill","Groundwater",2017,530,130,NA,NA,NA,"https://apps.dnrec.delaware.gov/dochandler/handler.ashx?docid=6744d73fd212a86f0jy64vx6x0010000","https://dnrec.alpha.delaware.gov/waste-hazardous/remediation/pfas/investigation-sites/",NA,NA,"https://drive.google.com/drive/u/0/folders/1rM4LYZDz9_iJvk7awlt7mBnH8XYwBbxR","Army Creek Landfill, Delaware",39.65,-75.61,NA,NA,NA,NA,NA,"19720","19720","B5","G6350","S",99205238,7967444,39.6454667,-75.6044962,"ZCTA5 19720",59410,9186,22947,24057,68,1467,77,203,1405,40.5,63018,6228,50441,7424,56239,46491,9748,3037,6469,1084,617,NA
353,"Known","Delaware Sand and Gravel","Delaware",NA,"Superfund Site","Groundwater",2017,530,130,NA,NA,NA,"https://apps.dnrec.delaware.gov/dochandler/handler.ashx?docid=6744d73fd212a86f0jy64vx6x0010000","https://dnrec.alpha.delaware.gov/waste-hazardous/remediation/pfas/investigation-sites/",NA,NA,NA,"Delaware Sand and Gravel, Delaware",39.65,-75.6,NA,NA,NA,NA,NA,"19720","19720","B5","G6350","S",99205238,7967444,39.6454667,-75.6044962,"ZCTA5 19720",59410,9186,22947,24057,68,1467,77,203,1405,40.5,63018,6228,50441,7424,56239,46491,9748,3037,6469,1084,617,NA
355,"Known","Harry Wood Landfill","Delaware",NA,"Landfill","Groundwater",2014,230,760,NA,NA,NA,"https://apps.dnrec.delaware.gov/dochandler/handler.ashx?docid=6744d73fd212a86f0kb0rdo810010000","https://dnrec.alpha.delaware.gov/waste-hazardous/remediation/pfas/investigation-sites/",NA,NA,"https://drive.google.com/drive/u/0/folders/1WLM5SMBwB-RCdauk7IH_DsX8qQjrqwE7","Harry Wood Landfill, Delaware",39.66,-75.59,NA,NA,NA,NA,NA,"19720","19720","B5","G6350","S",99205238,7967444,39.6454667,-75.6044962,"ZCTA5 19720",59410,9186,22947,24057,68,1467,77,203,1405,40.5,63018,6228,50441,7424,56239,46491,9748,3037,6469,1084,617,NA
358,"Known","Procino Plating","Delaware",NA,"Industry","Groundwater",2018,1100,2820,NA,NA,NA,"https://apps.dnrec.delaware.gov/dochandler/handler.ashx?docid=6744d73fd212a86f0jwi7f08d0010000","https://dnrec.alpha.delaware.gov/waste-hazardous/remediation/pfas/investigation-sites/",NA,NA,NA,"Procino Plating, Delaware",38.63,-75.61,NA,NA,NA,NA,NA,"19973","19973","B5","G6350","S",217548916,5211461,38.6344621,-75.6235719,"ZCTA5 19973",25991,2376,15562,6068,0,407,0,38,1540,41.6,55792,3075,23375,2250,24566,21113,3453,1714,1610,1431,412,NA
360,"Known","118th Avenue Landfill","Florida",NA,"Landfill","Groundwater",2019,17,214,NA,NA,NA,"https://drive.google.com/file/d/10GKwHfZkM4AQjbUkSFvoa3KySchF49cs/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC",NA,"118th Avenue Landfill, Florida",27.89,-82.68,NA,NA,NA,NA,NA,"33762","33762","B5","G6350","S",18359421,3479639,27.907509,-82.6774939,"ZCTA5 33762",8542,872,5683,1221,31,405,0,0,330,43.6,67134,405,7701,700,8321,7535,786,246,352,246,177,NA
363,"Known","Beggs Lane","Florida","F D C Holdings","Landfill","Groundwater",NA,NA,NA,NA,NA,NA,NA,"https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_3956/facility!search","https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC",NA,"Beggs Lane, Florida",30.45,-87.23,NA,NA,NA,NA,NA,"32505","32505","B5","G6350","S",33553269,645645,30.4546236,-87.2606497,"ZCTA5 32505",27369,1898,11770,11741,42,452,79,42,1345,37,37673,2707,25514,1631,25546,23272,2274,1371,1319,424,524,NA
368,"Known","Celebrity Cleaners","Florida",NA,"Dry Cleaner","Groundwater",2019,10,88,98,132,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_5485/facility!search",NA,NA,"Celebrity Cleaners, Florida",28.69,-81.35,NA,NA,NA,NA,NA,"32750","32750","B5","G6350","S",29558343,1448297,28.7086498,-81.3504825,"ZCTA5 32750",25639,4807,17420,1785,0,614,0,355,658,42.3,75089,2959,22002,2762,24013,20354,3659,934,2715,505,317,NA
370,"Known","Cinderella Cleaners","Florida",NA,"Dry Cleaner","Groundwater",2019,62,53,104,175,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/	
ERIC_5174/facility!search",NA,"https://drive.google.com/drive/u/1/folders/1K9xui7UFs15QClVJ_3ZdbWsy6_QSu_mt","Cinderella Cleaners, Florida",26.8,-80.07,NA,NA,NA,NA,NA,"33403","33403","B5","G6350","S",8565881,856756,26.8037739,-80.0763849,"ZCTA5 33403",12458,1709,4600,5278,0,306,29,0,536,38,53410,1085,9137,2747,11623,8100,3523,1680,1047,2179,221,NA
374,"Known","Classic Cleaners","Florida",NA,"Dry Cleaner","Groundwater",2019,32,100,132,646,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/	
ERIC_4929/facility!search",NA,NA,"Classic Cleaners, Florida",27.16,-80.22,NA,NA,NA,NA,NA,"34997","34997","B5","G6350","S",234923889,15137266,27.0504806,-80.2712034,"ZCTA5 34997",45382,7263,34525,2212,123,619,0,45,595,51.8,61661,3304,39195,5116,43950,36481,7469,2817,5555,1440,459,NA
376,"Known","Corry Station","Florida",NA,"Military","Groundwater",2018,130,2900,NA,NA,NA,"https://drive.google.com/file/d/1LiBONSLZ7lFI2zQlxBwOiHNH7-4In-Nj/view?usp=sharing","https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html",NA,"https://drive.google.com/drive/u/0/folders/1lb_Z4lFAR51QehUGMOxHEZuXpHO2y8QS","https://drive.google.com/drive/u/1/folders/1Hy8bzJShXQU2kAGlPt0t96HFiDJEmWl6?ths=true","Corry Station, Florida",30.4,-87.28,NA,NA,NA,NA,NA,"32507","32507","B5","G6350","S",72190105,39731500,30.339189,-87.3782308,"ZCTA5 32507",33689,1955,23786,5493,114,1027,29,17,1268,38.9,51842,3357,31341,1664,31372,29006,2366,584,727,650,847,NA
377,"Known","Dolphin Fabricare","Florida",NA,"Dry Cleaner","Groundwater",2019,98,19,112,288,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_4847/facility!search",NA,NA,"Dolphin Fabricare, Florida",26.54,-81.87,NA,NA,NA,NA,NA,"33912","33912","B5","G6350","S",54967108,2249581,26.5349867,-81.8257633,"ZCTA5 33912",20037,1495,17592,139,10,546,2,27,226,58.7,86531,1470,17605,2187,19399,16957,2442,560,1118,1009,296,NA
378,"Known","Dryclean World","Florida",NA,"Dry Cleaner","Groundwater",2019,11,34,45,95,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_5042/facility!search",NA,"https://drive.google.com/drive/folders/11nIYk4jDicrmUBYAr7ZrUzkkKjyX2urW","Dryclean World, Florida",28.6,-81.36,NA,NA,NA,NA,NA,"32789","32789","B5","G6350","S",20206022,4719788,28.5991704,-81.3522377,"ZCTA5 32789",25767,2876,19955,1170,0,1066,3,69,628,45.4,79907,2267,22758,2378,24903,21505,3398,790,1850,959,548,NA
379,"Known","Eagle-Picher Industries Facility","Florida",NA,"Industry","Groundwater",2020,707,3370,NA,NA,"Chemical manufacturer/processor","https://drive.google.com/file/d/1rV0l71-_uwUWsg8-OMMHv7NcljNCxSA1/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","https://drive.google.com/drive/u/0/folders/1mRbPOFyR76CubRaXpcQevynZzZuGaDfy","Eagle-Picher Industries Facility, Florida",30.32,-81.75,NA,NA,NA,NA,NA,"32254","32254","B5","G6350","S",32121996,78333,30.3409607,-81.7347885,"ZCTA5 32254",13572,516,4154,7938,47,40,0,60,817,35.9,31425,1527,12856,527,12539,11837,702,172,392,213,55,NA
381,"Known","Englewood Fire Training Center","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,23,130,NA,NA,NA,"https://drive.google.com/file/d/1ZlsLj9mRMQfxPjjHVlGf7AxRbSTorstR/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/englewood-fire-training-center",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Englewood Fire Training Center, Florida",26.9640685,-82.3335626,NA,NA,NA,NA,NA,"34223","34223","B5","G6350","S",108443851,24739605,26.9836765,-82.3376655,"ZCTA5 34223",18500,671,17138,6,0,445,9,17,214,68,55797,627,16801,1469,18248,17114,1134,321,245,528,350,NA
383,"Known","Florida Air National Guard Base","Florida","Jacksonville International Airport","Military","Groundwater",2018,17000,320000,337000,412600,"AFFF used at Florida ANGB at Jacksonville Int Airport","https://drive.google.com/file/d/1LKKNrLenFcT3E6rm7UFZNKjpIWrj_7C4/view?usp=sharing",NA,"FDEP: https://floridadep.gov/waste/waste-cleanup/content/pfas-investigation-federal-facilities

Air Force: http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/1/folders/1Hkz_iaVCZ4X2EadHLGBA7_YC0dFrFl6x",NA,"Florida Air National Guard Base, Florida",30.48,-81.7,NA,NA,NA,NA,NA,"32218","32218","B5","G6350","S",250325897,9390089,30.4878417,-81.6676927,"ZCTA5 32218",65878,3155,23925,34202,139,1483,4,760,2210,34.2,57327,8120,61588,3037,61101,57246,3855,1122,2043,727,714,NA
384,"Known","Florida State Fire College","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,970,6600,7560,20053,"AFFF used at FSFC (Pohlman - Ocala Star Banner - 12.27.2018)","https://drive.google.com/file/d/1rAToucPqjdXC48reChUkkNf1lqpq0uaG/view?usp=sharing","https://www.ocala.com/news/20181224/ex-workers-at-florida-state-fire-college-file-suit","https://floridadep.gov/waste/waste-cleanup/content/florida-state-fire-college","https://drive.google.com/drive/u/1/folders/1ly0VJ6fvLO5JJ7ZqsTHh3zs9rEAOwx3h",NA,"Florida State Fire College, Florida",29.32,-82.19,NA,NA,NA,NA,NA,"32686","32686","B5","G6350","S",187718595,730858,29.3555452,-82.275017,"ZCTA5 32686",5193,259,3231,1398,29,17,0,0,259,47.4,36212,604,4812,334,4893,4656,237,31,189,31,17,NA
385,"Known","Florida Superior Plating","Florida",NA,"Industry","Groundwater",2019,54,309,NA,NA,NA,"https://drive.google.com/file/d/1KnLfTZXsHRVeV2dGqfPHq4_rODEjPxWS/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","https://drive.google.com/drive/u/0/folders/1Jw61SR4zi2OfxH508U-COKqJQLfC4c6B","Florida Superior Plating, Florida",27.81,-82.67,NA,NA,NA,NA,NA,"33714","33714","B5","G6350","S",9457948,138437,27.8152506,-82.6777094,"ZCTA5 33714",21049,2164,13157,2137,17,2299,12,240,1023,39.8,36130,1932,17114,3312,19695,15281,4414,2382,1713,855,1799,NA
386,"Known","Former Sages Dry Cleaner","Florida",NA,"Dry Cleaner","Groundwater",2019,NA,1,1,2,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_4596/facility!search",NA,"https://drive.google.com/drive/u/0/folders/1-mfqyCbmiEfxUpHY1oNa2P_sS1qyW1zW","Former Sages Dry Cleaner, Florida",30.36,-81.6,NA,NA,NA,NA,NA,"32277","32277","B5","G6350","S",18540597,9237010,30.3774496,-81.5939474,"ZCTA5 32277",32446,3533,13615,13460,79,778,0,24,957,32.9,48818,3841,27232,3919,30309,25538,4771,1702,2239,1113,706,NA
387,"Known","Hillsborough Community College Fire Academy","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,680,880,NA,NA,NA,"https://drive.google.com/file/d/1b8ihkdTlLChgeIdWg3FxgS556JXrDo4y/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/hillsborough-community-college-fire-academy",NA,"https://drive.google.com/drive/u/0/folders/1BtnPC9psGyxx7ZcR4-85tUeQh4d0G2JS","Hillsborough Community College Fire Academy, Florida",28.02,-82.1,NA,NA,NA,NA,NA,"33563","33563","B5","G6350","S",39075293,1070596,28.017072,-82.1257656,"ZCTA5 33563",27807,10065,12520,4606,16,109,18,82,391,35.2,44969,3212,22314,4545,25911,17236,8675,3272,8247,249,138,NA
390,"Known","Indian River State College Fire Academy","Florida",NA,"Fire Department/Training Facility","Groundwater",2020,1300,16000,NA,NA,NA,"https://drive.google.com/file/d/1vfZrLpB6_driJtNMhABygCRkAa_nDeEz/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/indian-river-state-college-fire-academy",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Indian River State College Fire Academy, Florida",27.41,-80.4,NA,NA,NA,NA,NA,"34945","34945","B5","G6350","S",563233062,389184,27.4579334,-80.5517438,"ZCTA5 34945",5265,824,3417,857,74,31,0,0,62,42.3,53611,540,4595,494,4990,4175,815,240,615,148,31,NA
391,"Known","International Professional","Florida",NA,"Dry Cleaner","Groundwater",2019,13,86,99,190,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/	
ERIC_4365/facility!search",NA,NA,"International Professional, Florida",25.87,-80.21,NA,NA,NA,NA,NA,"33150","33150","B5","G6350","S",8994041,93430,25.8521904,-80.2071739,"ZCTA5 33150",31637,7593,693,22402,17,375,0,72,485,34.6,30311,3660,17740,12991,28602,12516,16086,8309,6723,9205,134,NA
392,"Known","Iron Mike's Cleaners","Florida",NA,"Dry Cleaner","Groundwater",2019,55,29,84,280,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_5240/facility!search",NA,NA,"Iron Mike's Cleaners, Florida",28.36,-82.18,NA,NA,NA,NA,NA,"33525","33525","B5","G6350","S",248734425,5474865,28.330809,-82.1833287,"ZCTA5 33525",20337,3236,15027,1472,40,149,25,24,364,42.3,56706,1992,18360,1553,19125,16635,2490,709,2193,180,113,NA
393,"Known","Jackson Atomics","Florida",NA,"Industry","Groundwater",2020,13,23,NA,NA,NA,"https://drive.google.com/file/d/1GAyirzWatGGAZAXypr4C8cVWggfx7GcS/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC",NA,"Jackson Atomics, Florida",30.32,-81.69,NA,NA,NA,NA,NA,"32204","32204","B5","G6350","S",6956935,3863173,30.3170183,-81.6808325,"ZCTA5 32204",7507,516,4890,1630,82,147,0,30,212,37,47513,404,6793,566,7100,6554,546,216,246,158,102,NA
394,"Known","Jasper Laundry and Dry Cleaner","Florida",NA,"Dry Cleaner","Groundwater",2019,46,120,166,355,NA,"https://drive.google.com/file/d/10KM0bMNBh0zwke9QJevqHgXuqNG4FgHe/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/drycleaning-solvent-cleanup-program-state-funded-pfas-sampling-efforts","https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_4671/facility!search",NA,NA,"Jasper Laundry and Dry Cleaner, Florida",30.51,-83.01,NA,NA,NA,NA,NA,"32052","32052","B5","G6350","S",739975527,10412168,30.4905398,-82.9448384,"ZCTA5 32052",8727,537,4583,3394,0,28,0,50,135,37.2,42523,787,8272,339,8344,7611,733,116,367,265,26,NA
395,"Known","Kenbar Plating","Florida",NA,"Industry","Groundwater",2019,436,3620,NA,NA,NA,"https://drive.google.com/file/d/1Eb3p_ZB7wuQfkXTooOJUld2NVqcpzjC5/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","https://drive.google.com/drive/u/0/folders/1SZk7lfdBO0AE8xx-kyZPs0ppBvIdFAew","Kenbar Plating, Florida",27.7863039,-82.7319343,NA,NA,NA,NA,NA,"33710","33710","B5","G6350","S",20648972,3582393,27.7886421,-82.7296277,"ZCTA5 33710",35695,3159,28344,1643,67,1448,0,115,919,44.8,61970,3655,30785,4109,33560,28333,5227,1748,2358,1416,1083,NA
397,"Known","Lake Tech Fire Academy","Florida",NA,"Fire Department/Training Facility","Groundwater",2019,12,25,NA,NA,NA,"https://drive.google.com/file/d/1Fskup25dhMl2Nb1QQvPXS6FnPGYwIdDL/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/fire-training-facility-preliminary-site-assessments","https://floridadep.gov/waste/waste-cleanup/content/lake-tech-fire-academy",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Lake Tech Fire Academy, Florida",28.83,-81.69,NA,NA,NA,NA,NA,"32726","32726","B5","G6350","S",29759426,3796716,28.8541361,-81.6799367,"ZCTA5 32726",23354,3728,14278,4653,64,103,0,0,528,39,50439,2356,19820,2740,21700,18308,3392,1684,2463,809,28,NA
399,"Known","Lee Brothers Holsberry C&D Landfill","Florida",NA,"Landfill","Groundwater",2019,14,11,NA,NA,NA,"https://drive.google.com/file/d/1Qtn8Qxqj5jVnafKRW3F4qFi4ExFjPF1R/view?usp=sharing","https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts",NA,"https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC","https://drive.google.com/drive/u/0/folders/1Fw-L-PNbMLaAjr3TKt302ambr4tS1pkN","Lee Brothers Holsberry C&D Landfill, Florida",30.53,-87.27,NA,NA,NA,NA,NA,"32534","32534","B5","G6350","S",25607000,193556,30.5283041,-87.2861968,"ZCTA5 32534",14759,872,8430,4356,83,654,0,0,364,41.3,50690,1383,13680,902,13727,12408,1319,661,773,55,432,NA
